,Tweet,ID,Length,Source,Favourites,Reweet_count,Timestamp,sentiment,popularity,sentimentValue
558,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565308817411538945,140,Twitter for Android,0,11272,2022-09-01 12:01:18+00:00,0,Neutral,0.0
559,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565308312404471809,140,Twitter for Android,0,11272,2022-09-01 11:59:18+00:00,0,Neutral,0.0
560,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565308081235705857,140,Twitter for Android,0,11272,2022-09-01 11:58:23+00:00,0,Neutral,0.0
561,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565307425661796352,140,Twitter for Android,0,11272,2022-09-01 11:55:46+00:00,0,Neutral,0.0
562,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565307149550374912,140,Twitter for Android,0,11272,2022-09-01 11:54:41+00:00,0,Neutral,0.0
563,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565306988405596160,140,Twitter for Android,0,11272,2022-09-01 11:54:02+00:00,0,Neutral,0.0
564,Looking forward to #ios16 #Apple ,1565306644090818560,34,Twitter for iPhone,0,0,2022-09-01 11:52:40+00:00,0,Neutral,0.0
565,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565306279572443136,140,Twitter for Android,0,11272,2022-09-01 11:51:13+00:00,0,Neutral,0.0
566,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565305653781864448,140,Twitter for Android,0,11272,2022-09-01 11:48:44+00:00,0,Neutral,0.0
567,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565305128982556672,140,Twitter for Android,0,11272,2022-09-01 11:46:39+00:00,0,Neutral,0.0
568,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565304756847128576,140,Twitter for Android,0,11272,2022-09-01 11:45:10+00:00,0,Neutral,0.0
569,"@iD7oom911 انا نزلت نسخة #iOS16 التطويرية وتعذبت   
تطبيق #الراجحي @alrajhibank مايفتح ابدا. بدات استخدم متصفح سفار… https://t.co/EtBfWTNDZK",1565304626764824582,140,Twitter for iPhone,0,0,2022-09-01 11:44:39+00:00,0,Neutral,0.0
570,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565304463476555777,140,Twitter for Android,0,11272,2022-09-01 11:44:00+00:00,0,Neutral,0.0
571,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565304396418007042,140,Twitter for Android,0,11272,2022-09-01 11:43:44+00:00,0,Neutral,0.0
572,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565303311149850624,140,Twitter for Android,0,11272,2022-09-01 11:39:25+00:00,0,Neutral,0.0
573,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565302790519689216,140,Twitter for Android,0,11272,2022-09-01 11:37:21+00:00,0,Neutral,0.0
574,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565301399897788416,140,Twitter for Android,0,11272,2022-09-01 11:31:50+00:00,0,Neutral,0.0
575,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565301253151899654,140,Twitter for iPhone,0,11272,2022-09-01 11:31:15+00:00,0,Neutral,0.0
576,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565300722291580928,140,Twitter for Android,0,11272,2022-09-01 11:29:08+00:00,0,Neutral,0.0
577,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565300610378780672,140,Twitter for Android,0,11272,2022-09-01 11:28:42+00:00,0,Neutral,0.0
578,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565300361103314944,140,Twitter for Android,0,11272,2022-09-01 11:27:42+00:00,0,Neutral,0.0
579,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565299898828079104,140,Twitter for Android,0,11272,2022-09-01 11:25:52+00:00,0,Neutral,0.0
580,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565298648988016641,140,Twitter for Android,0,11272,2022-09-01 11:20:54+00:00,0,Neutral,0.0
581,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565298317688713223,140,Twitter for Android,0,11272,2022-09-01 11:19:35+00:00,0,Neutral,0.0
582,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565298157751128066,140,Twitter for Android,0,11272,2022-09-01 11:18:57+00:00,0,Neutral,0.0
583,"ConceptX16 Weather is updated !

Featuring 5 dynamic weather backgrounds based on time of day.

Link :… https://t.co/Bxq6kGA5V5",1565297803479453697,127,Twitter for iPhone,0,0,2022-09-01 11:17:32+00:00,0,Neutral,0.0
584,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565297771204132864,140,Twitter for Android,0,11272,2022-09-01 11:17:25+00:00,0,Neutral,0.0
585,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565297762656067584,140,Twitter for Android,0,11272,2022-09-01 11:17:23+00:00,0,Neutral,0.0
586,#iOS16 https://t.co/xthrDhHgcM,1565297730943172608,30,Twitter for iPhone,0,0,2022-09-01 11:17:15+00:00,0,Neutral,0.0
587,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565297474558119937,140,Twitter for Android,0,11272,2022-09-01 11:16:14+00:00,0,Neutral,0.0
588,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565296933190701057,140,Twitter for iPhone,0,11272,2022-09-01 11:14:05+00:00,0,Neutral,0.0
589,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565296538288398336,140,Twitter for Android,0,11272,2022-09-01 11:12:31+00:00,0,Neutral,0.0
590,"9/8の #Apple イベントが楽しみすぎる
#iPhone14 シリーズとか #iOS16 とか...",1565296278694531073,53,Twitter Web App,0,0,2022-09-01 11:11:29+00:00,0,Neutral,0.0
591,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565295880235728901,140,Twitter for Android,0,11272,2022-09-01 11:09:54+00:00,0,Neutral,0.0
592,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565295513641324545,140,Twitter for Android,0,11272,2022-09-01 11:08:26+00:00,0,Neutral,0.0
593,"ايفون 14 
قرب موعد الإعلان عنه 
وعشان نعرف مميزاته وشكله الحقيقي
والتغيير اللي فيه عن الأجهزة اللي قبله
وكذلك يهمنا… https://t.co/mSzRUhu3vN",1565295473300217857,140,Twitter for iPhone,0,0,2022-09-01 11:08:17+00:00,0,Neutral,0.0
594,"RT @IbanAira: BelleSSSa 📱en está puro de #iOS16 ! 

#AppleEvent 
#iPhone 
#Apple https://t.co/TGNo3sShZJ",1565295436176543746,104,Apple Retweet Bot,0,4,2022-09-01 11:08:08+00:00,0,Neutral,0.0
595,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565295291347398656,140,Twitter for Android,0,11272,2022-09-01 11:07:33+00:00,0,Neutral,0.0
596,"BelleSSSa 📱en está puro de #iOS16 ! 

#AppleEvent 
#iPhone 
#Apple https://t.co/TGNo3sShZJ",1565295152524034051,90,Twitter for iPhone,72,4,2022-09-01 11:07:00+00:00,0,Neutral,0.0
597,RT @itskushathon: #AppleEvent can’t wait.. 🤯 #iOS16 🤩,1565293398424174594,53,Twitter for iPhone,0,11,2022-09-01 11:00:02+00:00,0,Neutral,0.0
598,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565292816590569472,140,Twitter for Android,0,11272,2022-09-01 10:57:43+00:00,0,Neutral,0.0
599,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565292591746142210,140,Twitter for Android,0,11272,2022-09-01 10:56:50+00:00,0,Neutral,0.0
600,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565292465027829762,140,Twitter for Android,0,11272,2022-09-01 10:56:20+00:00,0,Neutral,0.0
601,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565292261906460672,140,Twitter for Android,0,11272,2022-09-01 10:55:31+00:00,0,Neutral,0.0
602,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565291755976568832,140,Twitter for iPhone,0,11272,2022-09-01 10:53:30+00:00,0,Neutral,0.0
603,iPhone 14: MEGLIO iPhone 13 Pro https://t.co/sL8PCVAysj via @YouTube #Apple #AppleEvent #Apple #Applewatch… https://t.co/q7HK9r9JGZ,1565290563112411136,131,Twitter for Mac,5,0,2022-09-01 10:48:46+00:00,0,Neutral,0.0
604,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565289740806471680,140,Twitter for Android,0,11272,2022-09-01 10:45:30+00:00,0,Neutral,0.0
605,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565288836586180608,140,Twitter for Android,0,11272,2022-09-01 10:41:54+00:00,0,Neutral,0.0
606,"This would be a great optimization of the iPhone 14 Pro screen, but I think we won't see it until an iOS 16 jailbre… https://t.co/ZI6Nj3538d",1565288544050216961,140,Twitter for iPhone,0,0,2022-09-01 10:40:45+00:00,1,Positive,0.8
607,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565287774592282624,140,Twitter for Android,0,11272,2022-09-01 10:37:41+00:00,0,Neutral,0.0
608,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565287691692183553,140,Twitter for Android,0,11272,2022-09-01 10:37:21+00:00,0,Neutral,0.0
609,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565286338076717056,140,Twitter for Android,0,11272,2022-09-01 10:31:59+00:00,0,Neutral,0.0
610,Having such a blast with #ios16 ! It just made me TEN YEARS younger! Incredible technology. Thanks #apple #iphone https://t.co/F9CvVHbMdk,1565286023017496581,137,Twitter for iPhone,3,0,2022-09-01 10:30:44+00:00,1,Positive,0.22000000000000003
611,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565285989571956737,140,Twitter for Android,0,11272,2022-09-01 10:30:36+00:00,0,Neutral,0.0
612,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565285431003926528,140,Twitter for Android,0,11272,2022-09-01 10:28:23+00:00,0,Neutral,0.0
613,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565284501927993346,140,Twitter for Android,0,11272,2022-09-01 10:24:41+00:00,0,Neutral,0.0
614,RT @itskushathon: #AppleEvent can’t wait.. 🤯 #iOS16 🤩,1565284265583312896,53,Twitter for iPhone,0,11,2022-09-01 10:23:45+00:00,0,Neutral,0.0
615,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565284040726675456,140,Twitter for Android,0,11272,2022-09-01 10:22:51+00:00,0,Neutral,0.0
616,"it looks like a future Apple Watch model may include a camera 🤯🤯 

#Apple #AppleWatch #iPhone14 #SmartWatch #iOS16 https://t.co/FcJUHZ8BsK",1565283500487544834,138,LaterMedia,1,0,2022-09-01 10:20:42+00:00,0,Neutral,0.0
617,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565283316219396097,140,Twitter for Android,0,11272,2022-09-01 10:19:58+00:00,0,Neutral,0.0
618,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565283157955719168,140,Twitter for Android,0,11272,2022-09-01 10:19:21+00:00,0,Neutral,0.0
619,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565282072373391361,140,Twitter for Android,0,11272,2022-09-01 10:15:02+00:00,0,Neutral,0.0
620,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565280883799494656,140,Twitter for Android,0,11272,2022-09-01 10:10:18+00:00,0,Neutral,0.0
621,مؤتمر شركة ابل 🍎  الأربعاء          7 / 9 / 2022 📰 #مؤتمر_آبل #ابل #ايفون #ايباد #iOS16 https://t.co/oKIEaEsiao,1565280874593226752,111,Twitter for iPhone,5,2,2022-09-01 10:10:16+00:00,0,Neutral,0.0
622,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565280567159304193,140,Twitter for Android,0,11272,2022-09-01 10:09:03+00:00,0,Neutral,0.0
623,"RT @FavoriteTechX: A new iOS update is now available 😆 remember?

 https://t.co/aqObpzOPSM

#apple #iOS16 #iphone14 #iphone14pro #Airpods #…",1565280347071422464,140,Apple Retweet Bot,0,1,2022-09-01 10:08:10+00:00,1,Positive,0.2681818181818182
624,"A new iOS update is now available 😆 remember?

 https://t.co/aqObpzOPSM

#apple #iOS16 #iphone14 #iphone14pro… https://t.co/geVm1JUK6h",1565279985010900992,134,Twitter for iPhone,3,1,2022-09-01 10:06:44+00:00,1,Positive,0.2681818181818182
625,Am wondering when @Apple will officially release the #iOS16 so that my @HSBC banking App can finally work again 🥴,1565279790407491590,113,Twitter for iPhone,0,0,2022-09-01 10:05:58+00:00,0,Neutral,0.0
626,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565279134133399552,140,Twitter for Android,0,11272,2022-09-01 10:03:21+00:00,0,Neutral,0.0
627,"#iPhone14 #常時点灯ディスプレイ #iOS16 #Apple
iOS16の「ロック画面設定」と「常時点灯ディスプレイ」の可能性〜Apple Watchを使用していないユーザーとっては大きいかも〜 - カスタム/CUSTO… https://t.co/egWOGtZj0I",1565279060523003904,140,Hatena Blog / はてなブログ,0,0,2022-09-01 10:03:04+00:00,0,Neutral,0.0
628,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565278745015259136,140,Twitter for Android,0,11272,2022-09-01 10:01:48+00:00,0,Neutral,0.0
629,"https://t.co/LUhHJKyMZS 

#iphone #ios #iostips #iphonetips #imessage #iphone14 #ios16",1565278669831999488,86,Twitter Web App,1,0,2022-09-01 10:01:31+00:00,0,Neutral,0.0
630,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565277740592291841,140,Twitter for Android,0,11272,2022-09-01 09:57:49+00:00,0,Neutral,0.0
631,#Dashlane integra il supporto alle #passkey in attesa di #iOS16 https://t.co/ztQN89frhU,1565277610027978752,87,Twitter Web App,0,0,2022-09-01 09:57:18+00:00,0,Neutral,0.0
632,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565277342955864065,140,Twitter for Android,0,11272,2022-09-01 09:56:14+00:00,0,Neutral,0.0
633,"RT @JacobbSm1th: This would be a great optimization of the iPhone 14 Pro screen, but I think we won't see it until an iOS 16 jailbreak is r…",1565277294645616641,140,Twitter for Android,0,73,2022-09-01 09:56:03+00:00,1,Positive,0.8
634,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565277179633868800,140,Twitter Web App,0,11272,2022-09-01 09:55:35+00:00,0,Neutral,0.0
635,"RT @Sth1llay: For #ASO folks out there, it looks like the @AppStore may be rolling out an algorithm update a few days ahead of #iOS16 Still…",1565276932371091458,140,Twitter for iPhone,0,1,2022-09-01 09:54:36+00:00,-1,Negative,-0.2
636,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565276307403190273,140,Twitter for iPhone,0,11272,2022-09-01 09:52:07+00:00,0,Neutral,0.0
637,"RT @xBank_Official: ---------
Sign up xBank to get - 
5 USDT + 500 BUSD
 
𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗥𝗲𝘄𝗮𝗿𝗱𝘀 𝗡𝗼𝘄: https://t.co/gFOyxibCmZ
---------
#USDT #BU…",1565276227296178176,140,Twitter for Android,0,11272,2022-09-01 09:51:48+00:00,0,Neutral,0.0
